StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q63,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q3,Q4_1,Q4_2,Q4_3,Q5,Q7,Q62,Q9,Q10,Q11,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q60,Q15,Q12,Q13,Q16,Q14
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,What is your university?,"Please indicate your level of agreement or disagreement about learning outcomes for the course. 

As a result of taking this course I can... - List different cover crop species and functional groups.","Please indicate your level of agreement or disagreement about learning outcomes for the course. 

As a result of taking this course I can... - Recommend cover crop species or functional groups to achieve specific ecosystem services.","Please indicate your level of agreement or disagreement about learning outcomes for the course. 

As a result of taking this course I can... - Explain how climates, soils, and cropping systems might influence cover crop growth and management.","Please indicate your level of agreement or disagreement about learning outcomes for the course. 

As a result of taking this course I can... - Recommend a cover crop species or mixture to a farmer, given information about their climate, soil type, and management goals.","Please indicate your level of agreement or disagreement about learning outcomes for the course. 

As a result of taking this course I can... - List and describe the private economic costs and benefits of cover crops.","Please indicate your level of agreement or disagreement about learning outcomes for the course. 

As a result of taking this course I can... - Discuss the potential long-term benefits of cover crops.","Please indicate your level of agreement or disagreement about learning outcomes for the course. 

As a result of taking this course I can... - Explain how cover crop management (e.g., seeding time and termination method) influences agronomic and environmental outcomes.","Please indicate your level of agreement or disagreement about learning outcomes for the course. 

As a result of taking this course I can... - Discuss the social barriers to cover crop adoption.","Please indicate your level of agreement or disagreement about learning outcomes for the course. 

As a result of taking this course I can... - Design innovative solutions to complex problems in agriculture.","If you would like to provide additional comments or explanation for your responses above, please do so here (optional):",Indicate your level of agreement or disagreement with the following: - Having instructors from other regions and institutions was a valuable part of recorded lectures,Indicate your level of agreement or disagreement with the following: - Interacting with instructors and students from other regions and institutions was valuable during multi-site meetups (sync sessions),Indicate your level of agreement or disagreement with the following: - I would have preferred the lectures be delivered synchronously (live via Zoom or in-person),"If you would like to provide additional comments or explanation for your responses above, please do so here (optional):",Which lab activity was most effective in terms of learning?,Which lab activity was least effective in terms of learning?,What was your favorite multi-site meetup (sync session) activity?,What was your least favorite multi-site meetup (sync session) activity?,What is a topic you wish you had learned more about in this course?,Indicate your level of agreement or disagreement with the following statements relating to the Cover Crop Challenge: - The Cover Crop Challenge was a valuable activity,Indicate your level of agreement or disagreement with the following statements relating to the Cover Crop Challenge: - It increased my knowledge about the benefits and limitations of cover crops,Indicate your level of agreement or disagreement with the following statements relating to the Cover Crop Challenge: - I have increased knowledge of how environmental conditions (temperature and moisture) affect performance of individual species in a mixture,Indicate your level of agreement or disagreement with the following statements relating to the Cover Crop Challenge: - I have an increased understanding of cover crop seeding rates and costs,Indicate your level of agreement or disagreement with the following statements relating to the Cover Crop Challenge: - I learned more by collecting my own data than if the data had been provided to me,Indicate your level of agreement or disagreement with the following statements relating to the Cover Crop Challenge: - This activity improved my ability to use Excel for data manipulation and visualization,"Indicate your level of agreement or disagreement with the following statements relating to the Cover Crop Challenge: - As a result of this activity, I can more confidently convert values to different units","If you would like to provide additional comments or explanation for your responses above, please do so here (optional):","Rate the growth of your cover crop mixture on a scale of 1 (poor) to 5 (excellent). If you grew indoors and outdoors, consider performance of the mixture in the better environment when rating.",What did you like most about the Cover Crop Challenge activity?,What did you like least about the Cover Crop Challenge activity?,Describe an unexpected observation about cover crops from the Cover Crop Challenge.,Describe one thing you learned from the Cover Crop Challenge that you expect to use in the future.
"{""ImportId"":""startDate"",""timeZone"":""America/New_York""}","{""ImportId"":""endDate"",""timeZone"":""America/New_York""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/New_York""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID100""}","{""ImportId"":""QID13_1""}","{""ImportId"":""QID13_2""}","{""ImportId"":""QID13_3""}","{""ImportId"":""QID13_4""}","{""ImportId"":""QID13_5""}","{""ImportId"":""QID13_9""}","{""ImportId"":""QID13_10""}","{""ImportId"":""QID13_11""}","{""ImportId"":""QID13_12""}","{""ImportId"":""QID64_TEXT""}","{""ImportId"":""QID95_1""}","{""ImportId"":""QID95_2""}","{""ImportId"":""QID95_3""}","{""ImportId"":""QID67_TEXT""}","{""ImportId"":""QID89""}","{""ImportId"":""QID99""}","{""ImportId"":""QID91""}","{""ImportId"":""QID96""}","{""ImportId"":""QID93_TEXT""}","{""ImportId"":""QID88_1""}","{""ImportId"":""QID88_2""}","{""ImportId"":""QID88_3""}","{""ImportId"":""QID88_5""}","{""ImportId"":""QID88_8""}","{""ImportId"":""QID88_14""}","{""ImportId"":""QID88_15""}","{""ImportId"":""QID97_TEXT""}","{""ImportId"":""QID86""}","{""ImportId"":""QID83_TEXT""}","{""ImportId"":""QID84_TEXT""}","{""ImportId"":""QID87_TEXT""}","{""ImportId"":""QID85_TEXT""}"
2023-11-28 13:25:53,2023-11-28 13:39:10,1,*******,100,797,1,2023-11-28 13:39:11,R_1o0dhv1fKvg434v,*******,*******,*******,*******,*******,*******,preview,EN,4,3,3,3,3,3,3,3,3,3,,5,5,5,,,,,,,3,3,3,3,3,3,3,,6,,,,
2023-11-28 14:11:26,2023-11-28 14:19:17,0,*******,100,471,1,2023-11-28 14:19:18,R_3Laq56APesByxKp,*******,*******,*******,*******,*******,*******,anonymous,EN,4,5,5,5,5,5,5,5,4,5,,7,6,1,,3,9,9,6,Cover crop use on an international level,5,4,4,5,4,5,5,,7,Going outside and sampling our plots,How the we were not able to process the results for our indoor results,I did not expect my biomass to be so low compared to everyone else (across states) in the CC challenge.,The importance of balancing seeding rate ratios with competitive and non-competitive species
2023-11-28 16:44:47,2023-11-28 17:02:47,0,*******,100,1079,1,2023-11-28 17:02:48,R_PYjbMLIKejbOv7j,*******,*******,*******,*******,*******,*******,anonymous,EN,4,5,4,4,4,5,4,5,5,4,,7,6,1,"The asynchronicity allowed me to pause and take in-depth, comprehensive notes that I would not have been able to do in lecture were live or posted after they were given live. ",12,9,11,9,"I wish I would have learned more about how cover crops are adapted into specialty crops more than we did. Cover crops can work in a lot of systems, but a lot of the information was geared toward those big monocultures. ",5,5,5,5,4,1,2,,4,"The underwear aspect was a fun way to comically look at characteristics of the cover crop mixtures. ","We did the mixtures at the very beginning of the year when I had no idea about what seeds to use, the seeding rate, species, etc. Did not set me up well for success. I was going in blind and unguided. ","I really did not know what I was doing, so when I saw the plot at harvest, I was really surprised. ","Looking at others' mixtures was more beneficial than my own, but seeing the benefits of each one was insightful. "
2023-11-28 18:54:02,2023-11-28 18:58:53,0,*******,100,290,1,2023-11-28 18:58:53,R_2e9dJj1Une8IRS2,*******,*******,*******,*******,*******,*******,anonymous,EN,4,5,4,3,4,2,5,3,4,4,,5,2,7,,2,11,10,3,I wish we did more exercises understanding when and where to plant different cover crop species. Like doing more case studies maybe,5,5,4,4,5,5,5,,7,I liked getting hands on,"There’s nothing I didn’t like about it ",I think I was surprised my grasses didn’t grow as fast as my buckwheat or vetch,I learned how good buckwheat and radish is as a late season cover crop
2023-11-29 14:28:52,2023-11-29 14:36:02,0,*******,100,429,1,2023-11-29 14:36:03,R_3RgNUOkKCnUWZIm,*******,*******,*******,*******,*******,*******,anonymous,EN,7,5,5,5,4,4,5,5,4,4,,7,7,5,,13,2,3,6,Most of the lectures cover example of cover cropping in row crops only. I would like to see more examples of cover crops from cattle farming,5,5,5,4,5,4,5,,8,Selecting cover crop species and then observing their growth at the time of harvesting,,Radish struggling to grow in the pots,how to select different species for a cover crop mixture
2023-11-29 14:33:41,2023-11-29 14:46:29,0,*******,100,768,1,2023-11-29 14:46:30,R_AuKZma8b6qDJp1n,*******,*******,*******,*******,*******,*******,anonymous,EN,7,5,5,4,4,5,5,4,3,5,,2,7,6,,3,11,10,2,Exploration of new/innovative cover crop species,4,5,5,5,4,1,3,,8,Creative freedom to select mixtures and species; tying cost considerations to real world examples,"I found the outdoor experiment the most beneficial, I did not enjoy the greenhouse aspect of the activity.",Moisture is the most important consideration for establishment in my opinion.,Grasses and brassicas are reliable to establish; helpful for choking out weed competition.
2023-11-30 17:05:00,2023-11-30 17:19:15,0,*******,100,855,1,2023-11-30 17:19:16,R_2zdVNB6TUkGxEfv,*******,*******,*******,*******,*******,*******,anonymous,EN,7,4,4,4,4,4,4,4,4,4,,7,7,5,,7,1,8,11,How the affect of different methods of termination can effect the availability of nutrients.,5,5,5,5,5,3,4,,6,"That there can be a difference in growing conditions inside and outside, areas that normally should grow well might not always and places that may not grow as well as it might.",The little amount of overall data collected.,Two mixes planted right next to each other with one species different had a vast growth difference.,That even in a close area there can be different growth habits and affect on weed suspression.
2023-12-01 09:02:04,2023-12-01 09:06:59,0,*******,100,295,1,2023-12-01 09:07:00,R_BFdtcuNzlMiXFEB,*******,*******,*******,*******,*******,*******,anonymous,EN,1,5,5,5,5,5,5,5,5,5,,7,7,2,,2,11,2,1,,5,5,5,5,5,5,5,,7,,,,
2023-12-01 11:48:06,2023-12-01 11:51:33,0,*******,100,207,1,2023-12-01 11:51:34,R_4GYCyRBH7FI9nvb,*******,*******,*******,*******,*******,*******,anonymous,EN,5,4,4,4,4,4,4,4,4,4,,6,5,7,,5,13,10,12,,4,4,4,5,3,2,3,,6,I liked being able to apply what I've learned to something in real life,I wish we did some inside too,I expected mine to perform better,How different mixes grow in the soil together
2023-12-01 11:51:07,2023-12-01 11:54:40,0,*******,100,212,1,2023-12-01 11:54:40,R_z07fqNifadw0FmF,*******,*******,*******,*******,*******,*******,anonymous,EN,5,5,4,4,4,4,5,4,4,4,,7,7,5,,8,1,4,8,,5,4,4,4,4,4,4,,6,Being able to pick our own mixtures.,,,
2023-12-01 11:48:08,2023-12-01 11:55:11,0,*******,100,422,1,2023-12-01 11:55:12,R_RQRAWV97XvZxWmt,*******,*******,*******,*******,*******,*******,anonymous,EN,7,4,4,4,4,4,4,4,4,4,,6,6,6,,8,5,3,6,"More about the application of the cover crop (how, timing, plating. termination)",4,4,4,4,4,4,4,,7,The part of real doing some in field instead of only stay in class,"the part of costing how to manage the cost. ",My group expected more about the weed suppression. however we get lower result on this.,"How to mixing and the importance of mixing the cover crop, not using one only "
2023-12-01 11:48:06,2023-12-01 11:58:51,0,*******,100,644,1,2023-12-01 11:58:51,R_XwfFvIEwFmwDIY1,*******,*******,*******,*******,*******,*******,anonymous,EN,6,5,5,5,4,5,5,4,5,4,,6,7,2,,11,2,8,6,"I wish I had learned more about how cover crops are implemented in non-agronomic systems, like specialized vegetable or livestock production. ",4,3,4,5,4,3,4,,7,"I liked the final lab, where we compared the rates we planted and biomass we achieved to the recommended rates from University researchers. I think it contributed most to my learning in this activity.","I did not like that we didn't learn more about proper rates and mixtures before we started the activity. I felt like I didn't know what I was doing when I made my selection, and I would have done things differently had I known more. ","I was surprised by the evenness scores of my mixture. I didn't think that my mixture was very even when I harvested it, but I had a high evenness rating when I calculated it for the lab exercise.","I learned more about the proper seeding rates for mixtures, and how expensive mixtures can be as they increase in complexity. "
2023-12-01 11:48:48,2023-12-01 11:59:08,0,*******,100,619,1,2023-12-01 11:59:09,R_2veTHIJ7EgSXODP,*******,*******,*******,*******,*******,*******,anonymous,EN,8,5,4,4,5,4,5,5,5,4,,7,7,5,,4,9,6,12,Appling examples and real world applications experience from farmers who have used cc for years,5,5,5,5,5,5,5,,7,Watching them grow and being able to make my own personalized mixture,Not getting to plant anything afterwards to see the outcomes of what my cover crops took or added to the soil,The number of bees on the buckwheat was A LOT,More mixtures doesn’t always mean better
2023-12-01 11:51:46,2023-12-01 12:04:46,0,*******,100,780,1,2023-12-01 12:04:47,R_31TqKYCq23Xoln3,*******,*******,*******,*******,*******,*******,anonymous,EN,8,5,4,4,4,4,5,4,3,4,,7,6,2,,7,11,11,2,,4,4,4,3,5,4,4,,8,I enjoyed checking on the cover crop each week to see the growth and discuss what is growing well and not growing well.,Only having one plot. It would be nice to make 2 to 3 plots with different mixes to compare our own mixtures that we made.,The brassicas in my mix grew very well because of the great weather we had.,I learned how expense some cover crop seeds are and how its important to make a useful mixture but stay within a budget.
2023-12-01 11:53:50,2023-12-01 12:06:02,0,*******,100,731,1,2023-12-01 12:06:02,R_2CyyrAlyov2rzQH,*******,*******,*******,*******,*******,*******,anonymous,EN,8,5,5,5,4,4,5,4,5,4,,7,7,5,,5,11,4,9,Cover crops impact on microbial abundance and diversity,5,4,4,5,5,3,2,,8,I liked coming up with my own mixture and hypothesis for why it would do the best based on the limited information I had on cover crop mixtures and seeding rates at the beginning of the semester,That my crop mixture didn't win,I was surprised at how well my peers' mixtures grew despite a much higher seeding rate. I thought that a high seeding rate would increase competition and reduce growth; I still think that one needs to strike a balance between competition and seeding rate however,"I expect to use information about seeding mixtures in the future- i.e. what species work nicely together "
2023-12-01 11:47:43,2023-12-01 12:25:06,0,*******,100,2243,1,2023-12-01 12:25:07,R_2CsrfA4fR48soP4,*******,*******,*******,*******,*******,*******,anonymous,EN,1,5,5,4,5,4,5,5,4,4,,6,7,6,,8,2,10,9,current research in cover crops,5,4,4,5,5,2,4,,8,"Seeing the real results after designing it on paper ","We didn't have as much economic instruction before choosing mixes ",the evenness differed greatly between greenhouse and field results,"do a cost/benefit analysis before selecting any covers "
2023-12-01 11:47:52,2023-12-01 13:09:30,0,*******,100,4897,1,2023-12-01 13:09:30,R_3n0fwWb6vmDaUaG,*******,*******,*******,*******,*******,*******,anonymous,EN,6,5,4,5,4,4,4,4,5,4,,6,5,5,,4,7,4,10,Unsure,4,4,4,4,3,3,4,,6,The ability to just see what happened,I like competition but I thought the regional comparison was kinda silly given the different conditions,the evennes between my two competetive species,Lower grass seeding rate
2023-12-01 12:56:50,2023-12-01 13:10:16,0,*******,100,806,1,2023-12-01 13:10:17,R_XHD66JPNCemf2yl,*******,*******,*******,*******,*******,*******,anonymous,EN,1,5,4,4,4,5,5,4,4,5,,6,6,7,,9,11,11,6,,5,5,5,5,5,3,4,,6,I loved being able to actually go out in the field and grow my own crops. I thought this was a super cool learning activity that I have never done before.,"I didn't like how the growing conditions were not equal outside, and SC did not get much rain so our plants did not grow very well.","I don't have much experience with planting things, so I did not know that the plants would grow so differently in the greenhouse compared to the field.",I learned that benefits of the cover crops and how they grow are so different in different parts of the country and in different growing conditions. I did not realize how variable it was.
2023-12-01 11:47:58,2023-12-01 15:47:05,0,*******,100,14346,1,2023-12-01 15:47:06,R_2RPrLCerx7e1wP4,*******,*******,*******,*******,*******,*******,anonymous,EN,5,5,4,4,4,4,5,4,4,4,,6,6,2,,5,7,8,7,cover crops in horticulture systems,4,4,4,4,5,3,3,,7,ability to plan a mixture and watch it grow throughout the season,It wasn't always practical in seeding costs and rates,"Rainfall really affected establishment in general especially in broadcast plots. ",It was really useful to see which cover crops gain biomass quickly in the fall and which ones don't. It will help me make recommendations in the future.
2023-12-04 12:38:31,2023-12-04 12:46:35,0,*******,100,484,1,2023-12-04 12:46:36,R_2ZCxDw6vNmhIQY2,*******,*******,*******,*******,*******,*******,anonymous,EN,5,5,5,5,5,5,5,5,5,5,,6,6,2,,2,10,8,11,,4,2,4,4,5,2,4,,4,Getting to choose mix,The variability between universities. We were given limited seeding rate options and different cost values than were actually used in the contest so the results were not comparable.,reduction to 50% rates resulted in very little ground cover within this period of time,Not using legumes if the goal is quick ground cover
2023-12-04 13:16:21,2023-12-04 13:23:05,0,*******,100,404,1,2023-12-04 13:23:06,R_2mcQCY5cK92EG6B,*******,*******,*******,*******,*******,*******,anonymous,EN,5,4,4,4,4,4,4,3,3,4,,6,6,6,,11,1,3,5,partial budgets,5,4,5,4,4,4,4,,7,You got to choose your mixtures and getting to observe the different plots,harvesting it,I really thought certain species would do better in certain mixtures,Don't be afraid to experiment and try new things
2023-12-04 17:37:04,2023-12-04 17:49:39,0,*******,100,754,1,2023-12-04 17:49:39,R_s5PCF9Ow9nTOk3T,*******,*******,*******,*******,*******,*******,anonymous,EN,4,5,5,4,3,3,5,5,4,4,,6,6,1,"I would have preferred to have the discussion with the same group along all the classes when we were separated by interests ",5,13,9,12,rotations in vegetable crops,5,4,3,4,4,3,3,"For me it would be better to push to the use of the metric system even with the tools for measurement ",7,working on the field,-,"the underwear did not discompose ","how competitive the brassicas can be "
2023-12-05 10:36:00,2023-12-05 10:42:03,0,*******,100,362,1,2023-12-05 10:42:04,R_1mynqCrQOw48tBo,*******,*******,*******,*******,*******,*******,anonymous,EN,6,5,4,4,5,4,4,4,3,4,,6,6,5,,11,7,8,7,,4,4,4,4,4,4,4,,5,,,,
2023-12-05 10:40:10,2023-12-05 10:43:29,0,*******,100,199,1,2023-12-05 10:43:30,R_1nNt20LWdrlNvLo,*******,*******,*******,*******,*******,*******,anonymous,EN,6,4,4,4,4,4,4,4,4,4,,6,5,6,,2,9,12,1,"I didn’t have least favorite session so I picked one at random. ",4,4,4,4,4,4,4,,7,,,,
2023-12-01 11:47:45,2023-12-05 10:43:33,0,*******,100,341748,1,2023-12-05 10:43:34,R_PT0RVso0263QI6d,*******,*******,*******,*******,*******,*******,anonymous,EN,6,5,5,5,5,5,5,5,5,5,,6,6,7,,2,11,7,6,,5,5,5,5,5,5,5,,8,getting to pick my own mix and watch it grow.,,My legumes did not grow well at all.,Taking into consideration the costs of seeding.
2023-12-05 11:49:45,2023-12-05 12:16:22,0,*******,100,1596,1,2023-12-05 12:16:23,R_1jfh23l8Cga77au,*******,*******,*******,*******,*******,*******,anonymous,EN,5,4,4,4,4,4,4,4,4,4,,2,2,2,,2,13,8,1,,4,4,4,4,3,2,2,,5,Trying mixtures in real-life in home environment,Comparing to different states as it is not as valuable when working at home,Domination within mixtures,Seeding methods success
2023-11-28 13:45:10,2023-11-28 13:45:21,0,*******,6,11,0,2023-12-05 13:56:23,R_3mcDpHpWaQnDaJX,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05 17:20:10,2023-12-05 17:31:10,0,*******,100,660,1,2023-12-05 17:31:11,R_5AXjo2WpOevzMnn,*******,*******,*******,*******,*******,*******,anonymous,EN,7,5,5,5,4,5,5,5,4,4,,7,7,5,,2,8,10,6,experimental design of cover-crops trials,5,5,5,5,5,5,4,,6,The competition and a chance to win,The fact that I lost,how much insects can be attracted by cover crops,How different climates affects different cover crops species
2023-12-05 21:29:59,2023-12-05 21:46:20,0,*******,100,980,1,2023-12-05 21:46:20,R_0idoeXZO0Bxx9gl,*******,*******,*******,*******,*******,*******,anonymous,EN,5,5,4,4,4,4,4,4,4,3,,6,6,6,,7,11,7,2,"I would like to learn little bit more about economics. ",4,4,4,4,4,4,4,,6,"I understood and learned about the right seeding rates to plant in fall, and which cover crops would survive in cold temperatures ","the thing I liked the least about CC challenge was the date of harvest was too early. ","Cover crops growth very fast ",I learned that I can not plant cowpea in fall.
2023-12-06 13:13:44,2023-12-06 13:19:02,0,*******,100,317,1,2023-12-06 13:19:03,R_3D5rI00EFJ7bMpg,*******,*******,*******,*******,*******,*******,anonymous,EN,5,5,5,5,5,5,5,5,5,5,,7,7,5,,8,5,10,2,,4,4,5,5,5,4,4,,6,,,,
2023-12-06 13:33:12,2023-12-06 13:40:18,0,*******,100,426,1,2023-12-06 13:40:19,R_3qeUWXTZyeCQ9av,*******,*******,*******,*******,*******,*******,anonymous,EN,5,4,4,4,3,4,4,4,4,4,,6,6,6,,2,13,9,7,"I wish we learned more about how to fit these cover crops into our cropping systems and goals. ",5,4,5,4,5,3,4,,6,"I think it was cool to plant what we wanted to, to see what would happen in the time given. ","I think it was very hard right at the beginning of the semester to know any information of what to plant. If there was a way to learn about the crops and benefits first before selecting the species to plant. ",I have none,"Picking species that are aligned with your goals is the best option. "
2023-12-06 14:17:39,2023-12-06 14:30:44,0,*******,100,784,1,2023-12-06 14:30:44,R_SJjERvqEEu5xW4p,*******,*******,*******,*******,*******,*******,anonymous,EN,1,5,5,5,4,3,4,4,5,4,,6,7,5,,2,11,3,6,,5,5,5,2,4,2,2,,7,"The hands-on learning experience ",hand weeding in the heat.,I had no clue half the cover crops species we used even existed.,How to use cover crops to mitigate/reduce chemical inputs into large (industry) or small (hobby) farming systems.
2023-12-07 15:08:42,2023-12-07 15:18:07,0,*******,100,564,1,2023-12-07 15:18:08,R_1LM49SQvE5QS2EQ,*******,*******,*******,*******,*******,*******,anonymous,EN,5,5,4,4,3,3,4,3,3,4,,5,6,2,,5,11,3,10,"I understand why we had to plant our cover crops so early in the semester but I wish we had more knowledge before planting. ",4,4,5,3,2,3,1,,4,I liked having my own crop to grow,"Mine grew very poorly because I put mine in 5 days after the rest of my class due to wet conditions. Then after I put mine in, there was not rain for at least a week and a half.","I did not expect people to grow buckwheat as it is a weed. ",I really liked the Smart Mix calculator
2023-11-30 18:49:12,2023-11-30 18:49:52,0,*******,6,39,0,2023-12-07 18:50:26,R_1FM94hYRrQFKW48,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-29 15:12:19,2023-12-01 09:53:23,0,*******,22,153663,0,2023-12-08 09:53:30,R_117UUtZbKCkrXXA,*******,*******,*******,*******,*******,*******,anonymous,EN,7,4,4,4,4,4,5,4,3,4,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 11:47:57,2023-12-01 11:52:41,0,*******,6,283,0,2023-12-08 11:52:43,R_3J3Fz1fqkFj3YFz,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-28 13:40:19,2023-12-01 15:37:32,0,*******,6,266233,0,2023-12-08 15:51:59,R_3PNNfPs0MNcrAYh,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 11:47:40,2023-12-02 19:53:56,0,*******,6,115576,0,2023-12-09 19:53:58,R_pye0YkrENZa2WuB,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-11 15:51:49,2023-12-11 15:56:35,0,*******,100,285,1,2023-12-11 15:56:35,R_3I9mM2oxGhKx310,*******,*******,*******,*******,*******,*******,anonymous,EN,5,5,5,5,5,5,5,5,5,5,,2,2,1,,7,10,9,1,,4,4,4,4,4,4,4,,8,The practical application of spicking your own mix and seeing it through to harvest.,Having it too early in the semester when knowledge was limited.,A mix of brassica and over wintering grass is a good mix.,"Knowledge of competitiveness, seeding method and combinations."
2023-12-05 10:37:40,2023-12-05 10:37:49,0,*******,6,9,0,2023-12-12 10:37:51,R_3sgoEY5Qur1L94l,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-12 11:47:48,2023-12-12 11:54:46,0,*******,100,417,1,2023-12-12 11:54:46,R_1q4IAe12AW61P8B,*******,*******,*******,*******,*******,*******,anonymous,EN,5,5,5,5,5,5,5,5,4,4,,6,6,2,,4,12,8,7,,5,5,5,5,5,4,5,,6,Provided the opportunity to choose my own crops for a mixture to meet specific goals.,Not all the cover crop species that I wanted to seed were available.,I did not expect the radish to grow so well in the cool conditions.,Manipulating seeding rates to adjust for different crops in a mixture.
2023-12-13 09:41:36,2023-12-13 10:20:45,0,*******,100,2348,1,2023-12-13 10:20:45,R_1jcYI0hdY463pxm,*******,*******,*******,*******,*******,*******,anonymous,EN,5,5,4,5,4,4,5,5,4,3,Innovative thinking has always been challenging for me. Something I will always have to work on improving. Utilizing cover crop species information (like the midwest cover crop guide book) will help me memorize the species and become more familiar with what recommendations to give as I gain more experience.,7,7,1,The structure of the course is great! It's very unique and brings a special learning experience. I like that lecture videos are pre recorded for me to view in my own time.,7,10,3,12,,5,5,5,4,5,2,4,"We didn't really use excel much on our own cover crop challenge data. But I already know how to use excel fairly well for simple data analysis. Although I learned a great deal on seeding rates, this is something that will take me time & experience to better know what rates work with each species.",8,I liked gaining some experience with picking out a cover crop mixture and going through the selection process. I also liked seeing what others chose and how the cover crop performed.,,How a same mixture of species but at different seeding rates can affect the outcomes.,Utilizing mixtures might help balance seed expenses especially if you chose 1 pricy species and 1 less pricy.
